Ticker,Ticker + Name,Name
TWOU,TWOU | 2U Inc. Common Stock,2U Inc. Common Stock
AGTI,AGTI | Agiliti Inc. Common Stock,Agiliti Inc. Common Stock
MWA,MWA | MUELLER WATER PRODUCTS Common Stock,MUELLER WATER PRODUCTS Common Stock
STGW,STGW | Stagwell Inc. Class A Common Stock,Stagwell Inc. Class A Common Stock
VNET,VNET | 21Vianet Group Inc. American Depositary Shares,21Vianet Group Inc. American Depositary Shares
ACA,ACA | Arcosa Inc. Common Stock ,Arcosa Inc. Common Stock 
IPAR,IPAR | Inter Parfums Inc. Common Stock,Inter Parfums Inc. Common Stock
VCTR,VCTR | Victory Capital Holdings Inc. Class A Common Stock,Victory Capital Holdings Inc. Class A Common Stock
FTAI,FTAI | Fortress Transportation and Infrastructure Investors LLC Common Shares,Fortress Transportation and Infrastructure Investors LLC Common Shares
CENTA,CENTA | Central Garden & Pet Company Class A Common Stock Nonvoting,Central Garden & Pet Company Class A Common Stock Nonvoting
HUBG,HUBG | Hub Group Inc. Class A Common Stock,Hub Group Inc. Class A Common Stock
XMTR,XMTR | Xometry Inc. Class A Common Stock,Xometry Inc. Class A Common Stock
SKYW,SKYW | SkyWest Inc. Common Stock,SkyWest Inc. Common Stock
UNFI,UNFI | United Natural Foods Inc. Common Stock,United Natural Foods Inc. Common Stock
PRVA,PRVA | Privia Health Group Inc. Common Stock,Privia Health Group Inc. Common Stock
MGLN,MGLN | Magellan Health Inc. Common Stock,Magellan Health Inc. Common Stock
OMI,OMI | Owens & Minor Inc. Common Stock,Owens & Minor Inc. Common Stock
RLJ,RLJ | RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
SJI,SJI | South Jersey Industries Inc. Common Stock,South Jersey Industries Inc. Common Stock
MLI,MLI | Mueller Industries Inc. Common Stock,Mueller Industries Inc. Common Stock
MYGN,MYGN | Myriad Genetics Inc. Common Stock,Myriad Genetics Inc. Common Stock
COMM,COMM | CommScope Holding Company Inc. Common Stock,CommScope Holding Company Inc. Common Stock
LILM,LILM | Lilium N.V. Class A Ordinary Shares,Lilium N.V. Class A Ordinary Shares
GDOT,GDOT | Green Dot Corporation Class A Common Stock $0.001 par value,Green Dot Corporation Class A Common Stock $0.001 par value
JKS,JKS | JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
FLR,FLR | Fluor Corporation Common Stock,Fluor Corporation Common Stock
HCAT,HCAT | Health Catalyst Inc Common Stock,Health Catalyst Inc Common Stock
VRTS,VRTS | Virtus Investment Partners Inc. Common Stock,Virtus Investment Partners Inc. Common Stock
ZUO,ZUO | Zuora Inc. Class A Common Stock,Zuora Inc. Class A Common Stock
RCUS,RCUS | Arcus Biosciences Inc. Common Stock,Arcus Biosciences Inc. Common Stock
TTGT,TTGT | TechTarget Inc. Common Stock,TechTarget Inc. Common Stock
WAFD,WAFD | Washington Federal Inc. Common Stock,Washington Federal Inc. Common Stock
PACK,PACK | Ranpak Holdings Corp Class A Common Stock,Ranpak Holdings Corp Class A Common Stock
HIPO,HIPO | Hippo Holdings Inc. Common Stock,Hippo Holdings Inc. Common Stock
OTTR,OTTR | Otter Tail Corporation Common Stock,Otter Tail Corporation Common Stock
TARO,TARO | Taro Pharmaceutical Industries Ltd. Ordinary Shares,Taro Pharmaceutical Industries Ltd. Ordinary Shares
ROCK,ROCK | Gibraltar Industries Inc. Common Stock,Gibraltar Industries Inc. Common Stock
RMBS,RMBS | Rambus Inc. Common Stock,Rambus Inc. Common Stock
WSBC,WSBC | WesBanco Inc. Common Stock,WesBanco Inc. Common Stock
CNK,CNK | Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock
MTX,MTX | Minerals Technologies Inc. Common Stock,Minerals Technologies Inc. Common Stock
CCXI,CCXI | ChemoCentryx Inc. Common Stock,ChemoCentryx Inc. Common Stock
ALKT,ALKT | Alkami Technology Inc. Common Stock,Alkami Technology Inc. Common Stock
NUV,NUV | Nuveen Municipal Value Fund Inc. Common Stock,Nuveen Municipal Value Fund Inc. Common Stock
STER,STER | Sterling Check Corp. Common Stock,Sterling Check Corp. Common Stock
BDN,BDN | Brandywine Realty Trust Common Stock,Brandywine Realty Trust Common Stock
PSMT,PSMT | PriceSmart Inc. Common Stock,PriceSmart Inc. Common Stock
GDV,GDV | Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
JELD,JELD | JELD-WEN Holding Inc. Common Stock,JELD-WEN Holding Inc. Common Stock
AAT,AAT | American Assets Trust Inc. Common Stock,American Assets Trust Inc. Common Stock
KAI,KAI | Kadant Inc Common Stock,Kadant Inc Common Stock
ERF,ERF | Enerplus Corporation Common Stock,Enerplus Corporation Common Stock
BUR,BUR | Burford Capital Limited Ordinary Shares,Burford Capital Limited Ordinary Shares
ALXO,ALXO | ALX Oncology Holdings Inc. Common Stock,ALX Oncology Holdings Inc. Common Stock
MSGE,MSGE | Madison Square Garden Entertainment Corp. Class A Common Stock ,Madison Square Garden Entertainment Corp. Class A Common Stock 
EQX,EQX | Equinox Gold Corp. Common Shares,Equinox Gold Corp. Common Shares
MODV,MODV | ModivCare Inc. Common Stock,ModivCare Inc. Common Stock
VSTO,VSTO | Vista Outdoor Inc. Common Stock,Vista Outdoor Inc. Common Stock
VCEL,VCEL | Vericel Corporation Common Stock,Vericel Corporation Common Stock
ODP,ODP | The ODP Corporation Common Stock,The ODP Corporation Common Stock
NZF,NZF | Nuveen Municipal Credit Income Fund ,Nuveen Municipal Credit Income Fund 
TWNK,TWNK | Hostess Brands Inc. Class A Common Stock,Hostess Brands Inc. Class A Common Stock
PCRX,PCRX | Pacira BioSciences Inc. Common Stock,Pacira BioSciences Inc. Common Stock
SIMO,SIMO | Silicon Motion Technology Corporation American Depositary Shares,Silicon Motion Technology Corporation American Depositary Shares
SMRT,SMRT | SmartRent Inc. Class A Common Stock,SmartRent Inc. Class A Common Stock
HMY,HMY | Harmony Gold Mining Company Limited,Harmony Gold Mining Company Limited
WGO,WGO | Winnebago Industries Inc. Common Stock,Winnebago Industries Inc. Common Stock
ALLO,ALLO | Allogene Therapeutics Inc. Common Stock,Allogene Therapeutics Inc. Common Stock
MYTE,MYTE | MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share
RLGY,RLGY | Realogy Holdings Corp. Common Stock,Realogy Holdings Corp. Common Stock
FWRD,FWRD | Forward Air Corporation Common Stock,Forward Air Corporation Common Stock
VRRM,VRRM | Verra Mobility Corporation Class A Common Stock,Verra Mobility Corporation Class A Common Stock
CRSR,CRSR | Corsair Gaming Inc. Common Stock,Corsair Gaming Inc. Common Stock
OI,OI | O-I Glass Inc. Common Stock,O-I Glass Inc. Common Stock
DNUT,DNUT | Krispy Kreme Inc. Common Stock,Krispy Kreme Inc. Common Stock
FRME,FRME | First Merchants Corporation Common Stock,First Merchants Corporation Common Stock
CORT,CORT | Corcept Therapeutics Incorporated Common Stock,Corcept Therapeutics Incorporated Common Stock
PAX,PAX | Patria Investments Limited Class A Common Shares,Patria Investments Limited Class A Common Shares
COOK,COOK | Traeger Inc. Common Stock,Traeger Inc. Common Stock
NABL,NABL | N-able Inc. Common Stock,N-able Inc. Common Stock
TOWN,TOWN | TowneBank Common Stock,TowneBank Common Stock
TPTX,TPTX | Turning Point Therapeutics Inc. Common Stock,Turning Point Therapeutics Inc. Common Stock
ANF,ANF | Abercrombie & Fitch Company Common Stock,Abercrombie & Fitch Company Common Stock
BCC,BCC | Boise Cascade L.L.C. Common Stock,Boise Cascade L.L.C. Common Stock
